query,response
Dilute 200ml of 20% perfume concentrate to 12%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 20%
- Starting volume: 200ml
- Target concentration: 12%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
20% × 200ml = 12% × V₂
4000 = 12 × V₂
V₂ = 333.33ml

**Diluent Required:**
333.33ml - 200ml = 133.32999999999998ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 124.0ml
- Distilled water: 9.33ml

**Final Product:**
- Volume: 333.33ml
- Concentration: 12%
- Classification: EDP

**Yield:** 6 bottles (50ml each) + 33.3ml remainder"
Dilute 50ml of 40% perfume concentrate to 5%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 40%
- Starting volume: 50ml
- Target concentration: 5%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
40% × 50ml = 5% × V₂
2000 = 5 × V₂
V₂ = 400.0ml

**Diluent Required:**
400.0ml - 50ml = 350.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 325.5ml
- Distilled water: 24.5ml

**Final Product:**
- Volume: 400.0ml
- Concentration: 5%
- Classification: Cologne

**Yield:** 8 bottles (50ml each) + 0.0ml remainder"
Dilute 100ml of 35% perfume concentrate to 10%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 35%
- Starting volume: 100ml
- Target concentration: 10%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
35% × 100ml = 10% × V₂
3500 = 10 × V₂
V₂ = 350.0ml

**Diluent Required:**
350.0ml - 100ml = 250.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 232.5ml
- Distilled water: 17.5ml

**Final Product:**
- Volume: 350.0ml
- Concentration: 10%
- Classification: EDT

**Yield:** 7 bottles (50ml each) + 0.0ml remainder"
Dilute 100ml of 20% perfume concentrate to 8%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 20%
- Starting volume: 100ml
- Target concentration: 8%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
20% × 100ml = 8% × V₂
2000 = 8 × V₂
V₂ = 250.0ml

**Diluent Required:**
250.0ml - 100ml = 150.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 139.5ml
- Distilled water: 10.5ml

**Final Product:**
- Volume: 250.0ml
- Concentration: 8%
- Classification: EDT

**Yield:** 5 bottles (50ml each) + 0.0ml remainder"
Dilute 200ml of 25% perfume concentrate to 12%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 25%
- Starting volume: 200ml
- Target concentration: 12%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
25% × 200ml = 12% × V₂
5000 = 12 × V₂
V₂ = 416.67ml

**Diluent Required:**
416.67ml - 200ml = 216.67000000000002ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 201.5ml
- Distilled water: 15.17ml

**Final Product:**
- Volume: 416.67ml
- Concentration: 12%
- Classification: EDP

**Yield:** 8 bottles (50ml each) + 16.7ml remainder"
Dilute 150ml of 35% perfume concentrate to 5%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 35%
- Starting volume: 150ml
- Target concentration: 5%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
35% × 150ml = 5% × V₂
5250 = 5 × V₂
V₂ = 1050.0ml

**Diluent Required:**
1050.0ml - 150ml = 900.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 837.0ml
- Distilled water: 63.0ml

**Final Product:**
- Volume: 1050.0ml
- Concentration: 5%
- Classification: Cologne

**Yield:** 21 bottles (50ml each) + 0.0ml remainder"
Dilute 150ml of 30% perfume concentrate to 15%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 30%
- Starting volume: 150ml
- Target concentration: 15%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
30% × 150ml = 15% × V₂
4500 = 15 × V₂
V₂ = 300.0ml

**Diluent Required:**
300.0ml - 150ml = 150.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 139.5ml
- Distilled water: 10.5ml

**Final Product:**
- Volume: 300.0ml
- Concentration: 15%
- Classification: EDP

**Yield:** 6 bottles (50ml each) + 0.0ml remainder"
Dilute 150ml of 35% perfume concentrate to 15%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 35%
- Starting volume: 150ml
- Target concentration: 15%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
35% × 150ml = 15% × V₂
5250 = 15 × V₂
V₂ = 350.0ml

**Diluent Required:**
350.0ml - 150ml = 200.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 186.0ml
- Distilled water: 14.0ml

**Final Product:**
- Volume: 350.0ml
- Concentration: 15%
- Classification: EDP

**Yield:** 7 bottles (50ml each) + 0.0ml remainder"
Dilute 200ml of 35% perfume concentrate to 8%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 35%
- Starting volume: 200ml
- Target concentration: 8%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
35% × 200ml = 8% × V₂
7000 = 8 × V₂
V₂ = 875.0ml

**Diluent Required:**
875.0ml - 200ml = 675.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 627.75ml
- Distilled water: 47.25ml

**Final Product:**
- Volume: 875.0ml
- Concentration: 8%
- Classification: EDT

**Yield:** 17 bottles (50ml each) + 25.0ml remainder"
Dilute 200ml of 35% perfume concentrate to 8%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 35%
- Starting volume: 200ml
- Target concentration: 8%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
35% × 200ml = 8% × V₂
7000 = 8 × V₂
V₂ = 875.0ml

**Diluent Required:**
875.0ml - 200ml = 675.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 627.75ml
- Distilled water: 47.25ml

**Final Product:**
- Volume: 875.0ml
- Concentration: 8%
- Classification: EDT

**Yield:** 17 bottles (50ml each) + 25.0ml remainder"
Dilute 100ml of 25% perfume concentrate to 10%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 25%
- Starting volume: 100ml
- Target concentration: 10%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
25% × 100ml = 10% × V₂
2500 = 10 × V₂
V₂ = 250.0ml

**Diluent Required:**
250.0ml - 100ml = 150.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 139.5ml
- Distilled water: 10.5ml

**Final Product:**
- Volume: 250.0ml
- Concentration: 10%
- Classification: EDT

**Yield:** 5 bottles (50ml each) + 0.0ml remainder"
Dilute 200ml of 35% perfume concentrate to 8%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 35%
- Starting volume: 200ml
- Target concentration: 8%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
35% × 200ml = 8% × V₂
7000 = 8 × V₂
V₂ = 875.0ml

**Diluent Required:**
875.0ml - 200ml = 675.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 627.75ml
- Distilled water: 47.25ml

**Final Product:**
- Volume: 875.0ml
- Concentration: 8%
- Classification: EDT

**Yield:** 17 bottles (50ml each) + 25.0ml remainder"
Dilute 100ml of 20% perfume concentrate to 8%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 20%
- Starting volume: 100ml
- Target concentration: 8%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
20% × 100ml = 8% × V₂
2000 = 8 × V₂
V₂ = 250.0ml

**Diluent Required:**
250.0ml - 100ml = 150.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 139.5ml
- Distilled water: 10.5ml

**Final Product:**
- Volume: 250.0ml
- Concentration: 8%
- Classification: EDT

**Yield:** 5 bottles (50ml each) + 0.0ml remainder"
Dilute 100ml of 25% perfume concentrate to 12%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 25%
- Starting volume: 100ml
- Target concentration: 12%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
25% × 100ml = 12% × V₂
2500 = 12 × V₂
V₂ = 208.33ml

**Diluent Required:**
208.33ml - 100ml = 108.33000000000001ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 100.75ml
- Distilled water: 7.58ml

**Final Product:**
- Volume: 208.33ml
- Concentration: 12%
- Classification: EDP

**Yield:** 4 bottles (50ml each) + 8.3ml remainder"
Dilute 200ml of 25% perfume concentrate to 8%. How much diluent needed?,"CONCENTRATION DILUTION CALCULATION:

**Given:**
- Starting concentration: 25%
- Starting volume: 200ml
- Target concentration: 8%

**Formula:** C₁V₁ = C₂V₂

**Calculation:**
25% × 200ml = 8% × V₂
5000 = 8 × V₂
V₂ = 625.0ml

**Diluent Required:**
625.0ml - 200ml = 425.0ml

**Diluent Composition (93/7 ratio):**
- Ethanol 96%: 395.25ml
- Distilled water: 29.75ml

**Final Product:**
- Volume: 625.0ml
- Concentration: 8%
- Classification: EDT

**Yield:** 12 bottles (50ml each) + 25.0ml remainder"
Create 1000ml with 12% fragrance in 34/47/19 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 1000ml
- Total fragrance: 12%
- Pyramid ratio: 34:47:19 (top:middle:base)

**Total Fragrance Oils:**
12% × 1000ml = 120.0ml

**Pyramid Distribution:**

1. Top Notes (34%):
   34% × 120.0ml = 40.8ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (47%):
   47% × 120.0ml = 56.4ml
   Examples: Rose, jasmine, lavender

3. Base Notes (19%):
   19% × 120.0ml = 22.8ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (88%):**
- Remaining volume: 880.0ml
- Ethanol (85%): 748.0ml
- Water (15%): 132.0ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $1020.00
- Middle notes ($40/ml): $2256.00
- Base notes ($55/ml): $1254.00
- Total oils: $4530.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 500ml with 16% fragrance in 54/30/16 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 500ml
- Total fragrance: 16%
- Pyramid ratio: 54:30:16 (top:middle:base)

**Total Fragrance Oils:**
16% × 500ml = 80.0ml

**Pyramid Distribution:**

1. Top Notes (54%):
   54% × 80.0ml = 43.2ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (30%):
   30% × 80.0ml = 24.0ml
   Examples: Rose, jasmine, lavender

3. Base Notes (16%):
   16% × 80.0ml = 12.8ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (84%):**
- Remaining volume: 420.0ml
- Ethanol (85%): 357.0ml
- Water (15%): 63.0ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $1080.00
- Middle notes ($40/ml): $960.00
- Base notes ($55/ml): $704.00
- Total oils: $2744.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 300ml with 13% fragrance in 32/47/21 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 300ml
- Total fragrance: 13%
- Pyramid ratio: 32:47:21 (top:middle:base)

**Total Fragrance Oils:**
13% × 300ml = 39.0ml

**Pyramid Distribution:**

1. Top Notes (32%):
   32% × 39.0ml = 12.48ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (47%):
   47% × 39.0ml = 18.33ml
   Examples: Rose, jasmine, lavender

3. Base Notes (21%):
   21% × 39.0ml = 8.19ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (87%):**
- Remaining volume: 261.0ml
- Ethanol (85%): 221.85ml
- Water (15%): 39.15ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $312.00
- Middle notes ($40/ml): $733.20
- Base notes ($55/ml): $450.45
- Total oils: $1495.65

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 500ml with 13% fragrance in 49/29/22 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 500ml
- Total fragrance: 13%
- Pyramid ratio: 49:29:22 (top:middle:base)

**Total Fragrance Oils:**
13% × 500ml = 65.0ml

**Pyramid Distribution:**

1. Top Notes (49%):
   49% × 65.0ml = 31.85ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (29%):
   29% × 65.0ml = 18.85ml
   Examples: Rose, jasmine, lavender

3. Base Notes (22%):
   22% × 65.0ml = 14.3ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (87%):**
- Remaining volume: 435.0ml
- Ethanol (85%): 369.75ml
- Water (15%): 65.25ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $796.25
- Middle notes ($40/ml): $754.00
- Base notes ($55/ml): $786.50
- Total oils: $2336.75

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 500ml with 14% fragrance in 54/30/16 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 500ml
- Total fragrance: 14%
- Pyramid ratio: 54:30:16 (top:middle:base)

**Total Fragrance Oils:**
14% × 500ml = 70.0ml

**Pyramid Distribution:**

1. Top Notes (54%):
   54% × 70.0ml = 37.8ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (30%):
   30% × 70.0ml = 21.0ml
   Examples: Rose, jasmine, lavender

3. Base Notes (16%):
   16% × 70.0ml = 11.2ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (86%):**
- Remaining volume: 430.0ml
- Ethanol (85%): 365.5ml
- Water (15%): 64.5ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $945.00
- Middle notes ($40/ml): $840.00
- Base notes ($55/ml): $616.00
- Total oils: $2401.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 200ml with 20% fragrance in 51/38/11 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 200ml
- Total fragrance: 20%
- Pyramid ratio: 51:38:11 (top:middle:base)

**Total Fragrance Oils:**
20% × 200ml = 40.0ml

**Pyramid Distribution:**

1. Top Notes (51%):
   51% × 40.0ml = 20.4ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (38%):
   38% × 40.0ml = 15.2ml
   Examples: Rose, jasmine, lavender

3. Base Notes (11%):
   11% × 40.0ml = 4.4ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (80%):**
- Remaining volume: 160.0ml
- Ethanol (85%): 136.0ml
- Water (15%): 24.0ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $510.00
- Middle notes ($40/ml): $608.00
- Base notes ($55/ml): $242.00
- Total oils: $1360.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 750ml with 15% fragrance in 57/25/18 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 750ml
- Total fragrance: 15%
- Pyramid ratio: 57:25:18 (top:middle:base)

**Total Fragrance Oils:**
15% × 750ml = 112.5ml

**Pyramid Distribution:**

1. Top Notes (57%):
   57% × 112.5ml = 64.12ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (25%):
   25% × 112.5ml = 28.12ml
   Examples: Rose, jasmine, lavender

3. Base Notes (18%):
   18% × 112.5ml = 20.25ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (85%):**
- Remaining volume: 637.5ml
- Ethanol (85%): 541.88ml
- Water (15%): 95.62ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $1603.00
- Middle notes ($40/ml): $1124.80
- Base notes ($55/ml): $1113.75
- Total oils: $3841.55

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 200ml with 15% fragrance in 30/59/11 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 200ml
- Total fragrance: 15%
- Pyramid ratio: 30:59:11 (top:middle:base)

**Total Fragrance Oils:**
15% × 200ml = 30.0ml

**Pyramid Distribution:**

1. Top Notes (30%):
   30% × 30.0ml = 9.0ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (59%):
   59% × 30.0ml = 17.7ml
   Examples: Rose, jasmine, lavender

3. Base Notes (11%):
   11% × 30.0ml = 3.3ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (85%):**
- Remaining volume: 170.0ml
- Ethanol (85%): 144.5ml
- Water (15%): 25.5ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $225.00
- Middle notes ($40/ml): $708.00
- Base notes ($55/ml): $181.50
- Total oils: $1114.50

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 200ml with 17% fragrance in 58/18/24 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 200ml
- Total fragrance: 17%
- Pyramid ratio: 58:18:24 (top:middle:base)

**Total Fragrance Oils:**
17% × 200ml = 34.0ml

**Pyramid Distribution:**

1. Top Notes (58%):
   58% × 34.0ml = 19.72ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (18%):
   18% × 34.0ml = 6.12ml
   Examples: Rose, jasmine, lavender

3. Base Notes (24%):
   24% × 34.0ml = 8.16ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (83%):**
- Remaining volume: 166.0ml
- Ethanol (85%): 141.1ml
- Water (15%): 24.9ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $493.00
- Middle notes ($40/ml): $244.80
- Base notes ($55/ml): $448.80
- Total oils: $1186.60

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 1000ml with 13% fragrance in 40/43/17 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 1000ml
- Total fragrance: 13%
- Pyramid ratio: 40:43:17 (top:middle:base)

**Total Fragrance Oils:**
13% × 1000ml = 130.0ml

**Pyramid Distribution:**

1. Top Notes (40%):
   40% × 130.0ml = 52.0ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (43%):
   43% × 130.0ml = 55.9ml
   Examples: Rose, jasmine, lavender

3. Base Notes (17%):
   17% × 130.0ml = 22.1ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (87%):**
- Remaining volume: 870.0ml
- Ethanol (85%): 739.5ml
- Water (15%): 130.5ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $1300.00
- Middle notes ($40/ml): $2236.00
- Base notes ($55/ml): $1215.50
- Total oils: $4751.50

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 750ml with 12% fragrance in 43/41/16 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 750ml
- Total fragrance: 12%
- Pyramid ratio: 43:41:16 (top:middle:base)

**Total Fragrance Oils:**
12% × 750ml = 90.0ml

**Pyramid Distribution:**

1. Top Notes (43%):
   43% × 90.0ml = 38.7ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (41%):
   41% × 90.0ml = 36.9ml
   Examples: Rose, jasmine, lavender

3. Base Notes (16%):
   16% × 90.0ml = 14.4ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (88%):**
- Remaining volume: 660.0ml
- Ethanol (85%): 561.0ml
- Water (15%): 99.0ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $967.50
- Middle notes ($40/ml): $1476.00
- Base notes ($55/ml): $792.00
- Total oils: $3235.50

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 500ml with 10% fragrance in 39/50/11 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 500ml
- Total fragrance: 10%
- Pyramid ratio: 39:50:11 (top:middle:base)

**Total Fragrance Oils:**
10% × 500ml = 50.0ml

**Pyramid Distribution:**

1. Top Notes (39%):
   39% × 50.0ml = 19.5ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (50%):
   50% × 50.0ml = 25.0ml
   Examples: Rose, jasmine, lavender

3. Base Notes (11%):
   11% × 50.0ml = 5.5ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (90%):**
- Remaining volume: 450.0ml
- Ethanol (85%): 382.5ml
- Water (15%): 67.5ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $487.50
- Middle notes ($40/ml): $1000.00
- Base notes ($55/ml): $302.50
- Total oils: $1790.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 750ml with 13% fragrance in 59/30/11 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 750ml
- Total fragrance: 13%
- Pyramid ratio: 59:30:11 (top:middle:base)

**Total Fragrance Oils:**
13% × 750ml = 97.5ml

**Pyramid Distribution:**

1. Top Notes (59%):
   59% × 97.5ml = 57.52ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (30%):
   30% × 97.5ml = 29.25ml
   Examples: Rose, jasmine, lavender

3. Base Notes (11%):
   11% × 97.5ml = 10.72ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (87%):**
- Remaining volume: 652.5ml
- Ethanol (85%): 554.62ml
- Water (15%): 97.88ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $1438.00
- Middle notes ($40/ml): $1170.00
- Base notes ($55/ml): $589.60
- Total oils: $3197.60

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 300ml with 14% fragrance in 50/31/19 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 300ml
- Total fragrance: 14%
- Pyramid ratio: 50:31:19 (top:middle:base)

**Total Fragrance Oils:**
14% × 300ml = 42.0ml

**Pyramid Distribution:**

1. Top Notes (50%):
   50% × 42.0ml = 21.0ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (31%):
   31% × 42.0ml = 13.02ml
   Examples: Rose, jasmine, lavender

3. Base Notes (19%):
   19% × 42.0ml = 7.98ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (86%):**
- Remaining volume: 258.0ml
- Ethanol (85%): 219.3ml
- Water (15%): 38.7ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $525.00
- Middle notes ($40/ml): $520.80
- Base notes ($55/ml): $438.90
- Total oils: $1484.70

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 500ml with 15% fragrance in 41/39/20 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 500ml
- Total fragrance: 15%
- Pyramid ratio: 41:39:20 (top:middle:base)

**Total Fragrance Oils:**
15% × 500ml = 75.0ml

**Pyramid Distribution:**

1. Top Notes (41%):
   41% × 75.0ml = 30.75ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (39%):
   39% × 75.0ml = 29.25ml
   Examples: Rose, jasmine, lavender

3. Base Notes (20%):
   20% × 75.0ml = 15.0ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (85%):**
- Remaining volume: 425.0ml
- Ethanol (85%): 361.25ml
- Water (15%): 63.75ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $768.75
- Middle notes ($40/ml): $1170.00
- Base notes ($55/ml): $825.00
- Total oils: $2763.75

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 750ml with 12% fragrance in 32/50/18 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 750ml
- Total fragrance: 12%
- Pyramid ratio: 32:50:18 (top:middle:base)

**Total Fragrance Oils:**
12% × 750ml = 90.0ml

**Pyramid Distribution:**

1. Top Notes (32%):
   32% × 90.0ml = 28.8ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (50%):
   50% × 90.0ml = 45.0ml
   Examples: Rose, jasmine, lavender

3. Base Notes (18%):
   18% × 90.0ml = 16.2ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (88%):**
- Remaining volume: 660.0ml
- Ethanol (85%): 561.0ml
- Water (15%): 99.0ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $720.00
- Middle notes ($40/ml): $1800.00
- Base notes ($55/ml): $891.00
- Total oils: $3411.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 300ml with 16% fragrance in 45/44/11 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 300ml
- Total fragrance: 16%
- Pyramid ratio: 45:44:11 (top:middle:base)

**Total Fragrance Oils:**
16% × 300ml = 48.0ml

**Pyramid Distribution:**

1. Top Notes (45%):
   45% × 48.0ml = 21.6ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (44%):
   44% × 48.0ml = 21.12ml
   Examples: Rose, jasmine, lavender

3. Base Notes (11%):
   11% × 48.0ml = 5.28ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (84%):**
- Remaining volume: 252.0ml
- Ethanol (85%): 214.2ml
- Water (15%): 37.8ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $540.00
- Middle notes ($40/ml): $844.80
- Base notes ($55/ml): $290.40
- Total oils: $1675.20

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
Create 500ml with 16% fragrance in 50/32/18 pyramid ratio (top/middle/base). Calculate all components.,"FRAGRANCE PYRAMID FORMULATION:

**Specifications:**
- Total volume: 500ml
- Total fragrance: 16%
- Pyramid ratio: 50:32:18 (top:middle:base)

**Total Fragrance Oils:**
16% × 500ml = 80.0ml

**Pyramid Distribution:**

1. Top Notes (50%):
   50% × 80.0ml = 40.0ml
   Examples: Bergamot, lemon, orange

2. Middle Notes (32%):
   32% × 80.0ml = 25.6ml
   Examples: Rose, jasmine, lavender

3. Base Notes (18%):
   18% × 80.0ml = 14.4ml
   Examples: Sandalwood, vanilla, musk

**Carrier Base (84%):**
- Remaining volume: 420.0ml
- Ethanol (85%): 357.0ml
- Water (15%): 63.0ml

**Cost Analysis (sample prices):**
- Top notes ($25/ml): $1000.00
- Middle notes ($40/ml): $1024.00
- Base notes ($55/ml): $792.00
- Total oils: $2816.00

**Maceration:** 4-6 weeks recommended
**Expected Profile:** Top notes fade 1-2hr, heart 3-6hr, base 8+hr"
